name,prediction,t_total_s,model
1h23-gnina-0035,8.037,4.573924,OnionNet-2
1h23-gnina-0099,7.943,4.749851,OnionNet-2
1h23-gnina-0007,7.895,4.616849,OnionNet-2
1h23-gnina-0056,7.824,5.453647,OnionNet-2
1h23-gnina-0051,7.899,5.054328,OnionNet-2
1h23-gnina-0048,7.947,4.822594,OnionNet-2
1h23-gnina-0053,8.003,4.899592,OnionNet-2
1h23-gnina-0090,8.097999999999999,5.027607,OnionNet-2
1h23-gnina-0026,7.8,4.622041,OnionNet-2
1h23-gnina-0097,8.154,4.746604,OnionNet-2
1h23-gnina-0086,7.782,4.733081,OnionNet-2
1h23-gnina-0008,8.003,4.951919,OnionNet-2
1h23-gnina-0070,7.972,4.904187,OnionNet-2
1h23-gnina-0071,8.075,4.862848,OnionNet-2
1h23-gnina-0098,8.12,4.665088,OnionNet-2
1h23-gnina-0014,8.225,5.154138,OnionNet-2
1h23-gnina-0091,8.095,4.737343,OnionNet-2
1h23-gnina-0100,7.768,4.714644,OnionNet-2
1h23-gnina-0027,7.9479999999999995,4.560652,OnionNet-2
1h23-gnina-0045,7.896,4.611359,OnionNet-2
1h23-gnina-0031,8.277999999999999,4.624226,OnionNet-2
1h23-gnina-0030,8.072000000000001,4.727987,OnionNet-2
1h23-gnina-0025,8.044,4.645815,OnionNet-2
1h23-gnina-0039,8.083,4.750842,OnionNet-2
1h23-gnina-0084,8.107999999999999,4.649528,OnionNet-2
1h23-gnina-0024,8.043,4.811901,OnionNet-2
1h23-gnina-0094,8.086,4.912008,OnionNet-2
1h23-gnina-0020,8.15,4.854152,OnionNet-2
1h23-gnina-0032,8.122,5.485295,OnionNet-2
1h23-gnina-0050,7.9479999999999995,4.957728,OnionNet-2
1h23-gnina-0036,7.787000000000001,4.662609,OnionNet-2
1h23-gnina-0085,7.9110000000000005,4.571626,OnionNet-2
1h23-gnina-0041,8.017999999999999,4.594576,OnionNet-2
1h23-gnina-0049,8.066,4.669738,OnionNet-2
1h23-gnina-0006,8.296,4.524633,OnionNet-2
1h23-gnina-0074,7.893,4.527784,OnionNet-2
1h23-gnina-0052,8.1,4.489142,OnionNet-2
1h23-gnina-0083,7.794,4.696624,OnionNet-2
1h23-gnina-0076,8.036,4.67995,OnionNet-2
1h23-gnina-0046,7.896,4.562656,OnionNet-2
1h23-gnina-0068,7.8229999999999995,4.575644,OnionNet-2
1h23-gnina-0042,7.84,5.033528,OnionNet-2
1h23-gnina-0082,7.694,5.041796,OnionNet-2
1h23-gnina-0017,8.041,4.470353,OnionNet-2
1h23-gnina-0067,7.9479999999999995,4.461532,OnionNet-2
1h23-gnina-0066,8.052,4.720242,OnionNet-2
1h23-gnina-0072,8.035,4.885449,OnionNet-2
1h23-gnina-0001,8.017999999999999,4.710095,OnionNet-2
1h23-gnina-0013,7.983,4.649638,OnionNet-2
1h23-gnina-0023,7.8229999999999995,4.830666,OnionNet-2
1h23-gnina-0040,8.343,4.824669,OnionNet-2
1h23-gnina-0044,8.076,4.682612,OnionNet-2
1h23-gnina-0004,7.803,4.794269,OnionNet-2
1h23-gnina-0064,8.128,4.705355,OnionNet-2
1h23-gnina-0081,8.235,4.999085,OnionNet-2
1h23-gnina-0080,8.343,5.034929,OnionNet-2
1h23-gnina-0075,7.914,4.493888,OnionNet-2
1h23-gnina-0012,8.096,4.59349,OnionNet-2
1h23-gnina-0002,8.202,4.601337,OnionNet-2
1h23-gnina-0054,8.073,4.380853,OnionNet-2
1h23-gnina-0010,8.32,4.52735,OnionNet-2
1h23-gnina-0057,7.832000000000001,4.389701,OnionNet-2
1h23-gnina-0038,7.859,4.573141,OnionNet-2
1h23-gnina-0058,7.75,4.489958,OnionNet-2
1h23-gnina-0059,8.036,4.565893,OnionNet-2
1h23-gnina-0034,7.978,4.52486,OnionNet-2
1h23-gnina-0089,8.023,4.523052,OnionNet-2
1h23-gnina-0047,8.045,5.168948,OnionNet-2
1h23-gnina-0096,8.052999999999999,5.135342,OnionNet-2
1h23-gnina-0069,7.76,4.753747,OnionNet-2
1h23-gnina-0005,7.97,4.571043,OnionNet-2
1h23-gnina-0063,7.691,4.578426,OnionNet-2
1h23-rosetta-0101,7.737,5.342531,OnionNet-2
1h23-rosetta-0375,7.292000000000001,5.258584,OnionNet-2
1h23-rosetta-0788,7.471,5.18772,OnionNet-2
1h23-rosetta-0088,7.362,5.057902,OnionNet-2
1h23-rosetta-0884,7.537000000000001,5.192883,OnionNet-2
1h23-rosetta-0745,7.8629999999999995,5.176276,OnionNet-2
1h23-rosetta-0906,7.957000000000001,5.211535,OnionNet-2
1h23-rosetta-0735,7.149,5.756187,OnionNet-2
1h23-rosetta-0683,6.9910000000000005,5.148212,OnionNet-2
1h23-rosetta-0605,7.461,5.136776,OnionNet-2
1h23-rosetta-0828,8.267000000000001,5.286293,OnionNet-2
1h23-rosetta-0892,7.106,5.134278,OnionNet-2
1h23-rosetta-0625,6.922999999999999,5.333359,OnionNet-2
1h23-rosetta-0781,7.09,5.328426,OnionNet-2
1h23-rosetta-0528,7.432,5.681569,OnionNet-2
1h23-rosetta-0163,8.033,5.392147,OnionNet-2
1h23-rosetta-0337,7.1339999999999995,5.267346,OnionNet-2
1h23-rosetta-0556,8.06,5.347868,OnionNet-2
1h23-rosetta-0580,7.711,5.839332,OnionNet-2
1h23-rosetta-0588,7.14,5.156739,OnionNet-2
1h23-rosetta-0341,7.83,5.119302,OnionNet-2
1h23-rosetta-0350,7.374,5.187292,OnionNet-2
1h23-rosetta-0393,7.54,5.141444,OnionNet-2
1h23-rosetta-0421,7.615,5.296301,OnionNet-2
1h23-rosetta-0791,7.787999999999999,5.240939,OnionNet-2
1h23-rosetta-0594,7.325,5.239317,OnionNet-2
1h23-rosetta-0378,7.941,5.613601,OnionNet-2
1h23-rosetta-0228,7.896,5.618666,OnionNet-2
1h23-rosetta-0155,7.05,5.247042,OnionNet-2
1h23-rosetta-0244,7.396,6.167997,OnionNet-2
1h23-rosetta-0443,7.106,5.525164,OnionNet-2
1h23-rosetta-0039,7.997000000000001,5.382191,OnionNet-2
1h23-rosetta-0303,7.653,5.329337,OnionNet-2
1h23-rosetta-0543,7.849,5.584087,OnionNet-2
1h23-rosetta-0990,7.332999999999999,5.380415,OnionNet-2
1h23-rosetta-0200,7.46,5.233658,OnionNet-2
1h23-rosetta-0515,7.867000000000001,5.430993,OnionNet-2
1h23-rosetta-0165,6.712000000000001,5.359812,OnionNet-2
1h23-rosetta-0020,7.834,5.734081,OnionNet-2
1h23-rosetta-0441,7.303,5.511157,OnionNet-2
1h23-rosetta-0853,7.97,5.341056,OnionNet-2
1h23-rosetta-0359,7.559,5.599637,OnionNet-2
1h23-rosetta-0057,7.428,5.57328,OnionNet-2
1h23-rosetta-0409,8.126,5.627023,OnionNet-2
1h23-rosetta-0931,7.904,5.372527,OnionNet-2
1h23-rosetta-0591,7.622999999999999,5.630074,OnionNet-2
1h23-rosetta-0560,7.619,5.443867,OnionNet-2
1h23-rosetta-0027,7.103,5.574123,OnionNet-2
1h23-rosetta-0213,7.617999999999999,5.695801,OnionNet-2
1h23-rosetta-0346,7.787000000000001,5.609642,OnionNet-2
1h23-rosetta-0684,7.379,6.316306,OnionNet-2
1h23-rosetta-0850,7.579,6.570041,OnionNet-2
1h23-rosetta-0971,7.632999999999999,5.584319,OnionNet-2
1h23-rosetta-0632,8.087,5.696903,OnionNet-2
1h23-rosetta-0689,7.912999999999999,5.463356,OnionNet-2
1h23-rosetta-0154,7.496,5.689349,OnionNet-2
1h23-rosetta-0941,6.952000000000001,5.675659,OnionNet-2
1h23-rosetta-0601,6.718,5.209222,OnionNet-2
1h23-rosetta-0097,7.586,5.286295,OnionNet-2
1h23-rosetta-0729,7.7139999999999995,5.357008,OnionNet-2
1h23-rosetta-0912,8.027000000000001,5.417895,OnionNet-2
1h23-rosetta-0577,7.292000000000001,5.484484,OnionNet-2
1h23-rosetta-0369,7.431,5.669826,OnionNet-2
1h23-rosetta-0376,8.166,5.351714,OnionNet-2
1h23-rosetta-0259,8.061,5.359875,OnionNet-2
1h23-rosetta-0524,7.585,5.294275,OnionNet-2
1h23-rosetta-0038,7.643,5.183503,OnionNet-2
1h23-rosetta-0186,7.519,5.088729,OnionNet-2
1h23-rosetta-0251,8.023,5.121414,OnionNet-2
1h23-rosetta-0002,6.996,5.102936,OnionNet-2
1h23-rosetta-0536,7.938,5.170974,OnionNet-2
1h23-rosetta-0831,7.468,5.177654,OnionNet-2
1h23-rosetta-0707,7.242000000000001,5.0982,OnionNet-2
1h23-rosetta-0205,6.723,5.221944,OnionNet-2
1h23-rosetta-0352,6.832999999999999,5.231332,OnionNet-2
1h23-rosetta-0380,7.8,5.520089,OnionNet-2
1h23-rosetta-0903,7.916,5.22993,OnionNet-2
1h23-rosetta-0116,7.419,5.31308,OnionNet-2
1h23-rosetta-0326,7.641,5.422847,OnionNet-2
1h23-rosetta-0935,7.364,5.342964,OnionNet-2
1h23-rosetta-0550,7.689,5.313098,OnionNet-2
1h23-rosetta-0320,7.558,5.376598,OnionNet-2
1h23-rosetta-0291,8.007,5.198853,OnionNet-2
1h23-rosetta-0926,7.9510000000000005,6.54652,OnionNet-2
1h23-rosetta-0517,7.835,5.220734,OnionNet-2
1h23-rosetta-0852,7.317,5.9602,OnionNet-2
1h23-rosetta-0514,7.832000000000001,5.008626,OnionNet-2
1h23-rosetta-0881,7.3660000000000005,5.348801,OnionNet-2
1h23-rosetta-0221,7.846,5.316118,OnionNet-2
1h23-rosetta-0060,7.322,5.547957,OnionNet-2
1h23-rosetta-0491,7.542000000000001,5.045982,OnionNet-2
1h23-rosetta-0570,6.928999999999999,5.441005,OnionNet-2
1h23-rosetta-0783,7.5520000000000005,5.657873,OnionNet-2
1h23-rosetta-0956,7.8260000000000005,5.417921,OnionNet-2
1h23-rosetta-0804,7.807,5.399988,OnionNet-2
1h23-rosetta-0370,8.007,5.863292,OnionNet-2
1h23-rosetta-0795,7.62,5.899085,OnionNet-2
1h23-rosetta-0863,7.146,5.32366,OnionNet-2
1h23-rosetta-0058,7.902,5.250789,OnionNet-2
1h23-rosetta-0802,8.111,5.240572,OnionNet-2
1h23-boltz2,7.678,5.345741,OnionNet-2
3jvs-crystal,5.255,4.80096,OnionNet-2
3jvs-gnina-0069,5.655,4.267124,OnionNet-2
3jvs-gnina-0022,5.175,4.192645,OnionNet-2
3jvs-gnina-0028,5.928,4.358934,OnionNet-2
3jvs-gnina-0026,5.456,4.254938,OnionNet-2
3jvs-gnina-0095,5.111000000000001,4.479814,OnionNet-2
3jvs-gnina-0042,5.82,4.157342,OnionNet-2
3jvs-gnina-0051,5.779,4.212546,OnionNet-2
3jvs-gnina-0093,5.537000000000001,4.212244,OnionNet-2
3jvs-gnina-0032,5.25,4.454345,OnionNet-2
3jvs-gnina-0091,5.7139999999999995,4.191334,OnionNet-2
3jvs-gnina-0045,5.332000000000001,4.350123,OnionNet-2
3jvs-gnina-0011,5.417000000000001,4.214449,OnionNet-2
3jvs-gnina-0006,5.433,4.406995,OnionNet-2
3jvs-gnina-0098,5.44,5.121479,OnionNet-2
3jvs-gnina-0034,5.446000000000001,4.55989,OnionNet-2
3jvs-gnina-0014,5.393,4.28603,OnionNet-2
3jvs-gnina-0072,5.7829999999999995,4.509399,OnionNet-2
3jvs-gnina-0064,5.435,4.248982,OnionNet-2
3jvs-gnina-0076,5.312,4.213129,OnionNet-2
3jvs-gnina-0003,5.684,4.231935,OnionNet-2
3jvs-gnina-0066,5.449,4.083952,OnionNet-2
3jvs-gnina-0092,5.252999999999999,4.153391,OnionNet-2
3jvs-gnina-0079,5.531000000000001,4.353932,OnionNet-2
3jvs-gnina-0062,5.063,4.522313,OnionNet-2
3jvs-gnina-0070,5.239,4.38313,OnionNet-2
3jvs-gnina-0059,5.485,4.204091,OnionNet-2
3jvs-gnina-0024,5.659,4.465448,OnionNet-2
3jvs-gnina-0027,5.621,5.791339,OnionNet-2
3jvs-gnina-0018,5.4239999999999995,4.375648,OnionNet-2
3jvs-gnina-0097,5.417000000000001,4.427649,OnionNet-2
3jvs-gnina-0055,5.8020000000000005,4.313077,OnionNet-2
3jvs-gnina-0046,4.587,4.530611,OnionNet-2
3jvs-gnina-0020,5.739,4.259553,OnionNet-2
3jvs-gnina-0044,5.622000000000001,4.288158,OnionNet-2
3jvs-gnina-0033,5.672000000000001,4.384371,OnionNet-2
3jvs-gnina-0080,5.406000000000001,4.160784,OnionNet-2
3jvs-gnina-0077,5.872999999999999,4.218508,OnionNet-2
3jvs-gnina-0099,5.101,4.28696,OnionNet-2
3jvs-gnina-0013,5.327999999999999,4.417663,OnionNet-2
3jvs-gnina-0082,5.375,4.608715,OnionNet-2
3jvs-gnina-0057,5.659,4.465295,OnionNet-2
3jvs-gnina-0050,5.625,5.464174,OnionNet-2
3jvs-gnina-0009,5.325,4.448264,OnionNet-2
3jvs-gnina-0037,5.65,4.493831,OnionNet-2
3jvs-gnina-0054,6.172000000000001,4.69993,OnionNet-2
3jvs-gnina-0043,5.141,4.431559,OnionNet-2
3jvs-gnina-0023,5.649,4.431001,OnionNet-2
3jvs-gnina-0083,5.396,4.242328,OnionNet-2
3jvs-gnina-0029,5.294,4.537588,OnionNet-2
3jvs-gnina-0081,5.4670000000000005,4.292895,OnionNet-2
3jvs-gnina-0063,5.166,4.299108,OnionNet-2
3jvs-gnina-0089,5.8260000000000005,4.208956,OnionNet-2
3jvs-gnina-0071,5.712000000000001,4.339262,OnionNet-2
3jvs-gnina-0052,5.101,4.319639,OnionNet-2
3jvs-gnina-0002,5.212000000000001,4.493798,OnionNet-2
3jvs-gnina-0021,5.706,5.312081,OnionNet-2
3jvs-gnina-0078,5.209,4.175453,OnionNet-2
3jvs-gnina-0067,5.575,4.376664,OnionNet-2
3jvs-gnina-0004,5.398,4.54423,OnionNet-2
3jvs-gnina-0065,5.34,4.362005,OnionNet-2
3jvs-gnina-0058,5.97,4.363088,OnionNet-2
3jvs-gnina-0040,5.48,4.38056,OnionNet-2
3jvs-gnina-0086,5.961,4.688108,OnionNet-2
3jvs-gnina-0010,5.332999999999999,4.813903,OnionNet-2
3jvs-gnina-0035,5.369,4.508765,OnionNet-2
3jvs-gnina-0096,4.757,4.200583,OnionNet-2
3jvs-gnina-0061,5.765,4.181931,OnionNet-2
3jvs-gnina-0053,5.466,4.207669,OnionNet-2
3jvs-gnina-0031,5.267,4.414632,OnionNet-2
3jvs-gnina-0041,5.456,5.49089,OnionNet-2
3jvs-gnina-0025,5.083,4.27175,OnionNet-2
3jvs-gnina-0012,5.2410000000000005,4.152263,OnionNet-2
3jvs-gnina-0047,5.617999999999999,4.215479,OnionNet-2
3jvs-gnina-0038,5.603,4.248639,OnionNet-2
3jvs-gnina-0088,5.4,4.285287,OnionNet-2
3jvs-gnina-0073,5.667999999999999,4.183253,OnionNet-2
3jvs-gnina-0084,5.206,4.193315,OnionNet-2
3jvs-gnina-0036,5.15,4.168077,OnionNet-2
3jvs-gnina-0085,5.691,4.272655,OnionNet-2
3jvs-gnina-0039,5.513,4.469173,OnionNet-2
3jvs-gnina-0048,5.396,4.613914,OnionNet-2
3jvs-gnina-0005,5.148,4.284281,OnionNet-2
3jvs-gnina-0056,5.29,4.527208,OnionNet-2
3jvs-gnina-0001,5.359,5.294502,OnionNet-2
3jvs-gnina-0094,5.895,4.191043,OnionNet-2
3jvs-gnina-0100,5.531000000000001,4.198838,OnionNet-2
3jvs-gnina-0030,5.899,4.37513,OnionNet-2
3jvs-gnina-0016,5.202999999999999,4.435131,OnionNet-2
3jvs-gnina-0017,6.0089999999999995,4.46632,OnionNet-2
3jvs-gnina-0007,5.6370000000000005,4.565334,OnionNet-2
3jvs-gnina-0049,5.457000000000001,4.433937,OnionNet-2
3jvs-gnina-0019,5.63,4.387491,OnionNet-2
3jvs-gnina-0074,5.572,4.307561,OnionNet-2
3jvs-gnina-0075,5.584,4.577665,OnionNet-2
3jvs-gnina-0087,5.4910000000000005,4.328632,OnionNet-2
3jvs-gnina-0068,5.718,4.58264,OnionNet-2
3jvs-gnina-0090,5.622000000000001,5.243684,OnionNet-2
3jvs-gnina-0015,5.822,5.771746,OnionNet-2
3jvs-gnina-0060,5.0969999999999995,4.923184,OnionNet-2
3jvs-gnina-0008,5.405,5.127631,OnionNet-2
3jvs-rosetta-0012,6.567,5.019493,OnionNet-2
3jvs-rosetta-0279,4.833,5.329449,OnionNet-2
3jvs-rosetta-0972,5.24,4.815185,OnionNet-2
3jvs-rosetta-0453,4.062,5.312458,OnionNet-2
3jvs-rosetta-0025,4.8469999999999995,4.973138,OnionNet-2
3jvs-rosetta-0745,4.926,5.08012,OnionNet-2
3jvs-rosetta-0432,4.604,5.303696,OnionNet-2
3jvs-rosetta-0137,5.723,5.077473,OnionNet-2
3jvs-rosetta-0288,4.957,5.106795,OnionNet-2
3jvs-rosetta-0520,4.166,5.624164,OnionNet-2
3jvs-rosetta-0850,4.954,5.39549,OnionNet-2
3jvs-rosetta-0011,6.479,5.648251,OnionNet-2
3jvs-rosetta-0686,5.053,4.914032,OnionNet-2
3jvs-rosetta-0200,4.8469999999999995,4.773273,OnionNet-2
3jvs-rosetta-0167,5.595,4.978205,OnionNet-2
3jvs-rosetta-0661,4.178999999999999,4.557392,OnionNet-2
3jvs-rosetta-0183,4.986000000000001,5.056534,OnionNet-2
3jvs-rosetta-0816,4.408,5.187706,OnionNet-2
3jvs-rosetta-0065,4.552,5.021108,OnionNet-2
3jvs-rosetta-0027,4.922,5.27916,OnionNet-2
3jvs-rosetta-0436,4.379,4.771433,OnionNet-2
3jvs-rosetta-0174,5.682,5.048427,OnionNet-2
3jvs-rosetta-0127,4.473,4.739633,OnionNet-2
3jvs-rosetta-0201,5.607,4.941851,OnionNet-2
3jvs-rosetta-0564,4.796,4.664377,OnionNet-2
3jvs-rosetta-0457,4.997,4.80878,OnionNet-2
3jvs-rosetta-0252,4.164,4.596436,OnionNet-2
3jvs-rosetta-0864,4.314,4.564463,OnionNet-2
3jvs-rosetta-0348,5.15,4.510209,OnionNet-2
3jvs-rosetta-0421,5.638999999999999,4.812427,OnionNet-2
3jvs-rosetta-0652,4.455,4.560015,OnionNet-2
3jvs-rosetta-0117,6.51,4.700269,OnionNet-2
3jvs-rosetta-0220,5.316,4.946569,OnionNet-2
3jvs-rosetta-0133,5.6160000000000005,4.576485,OnionNet-2
3jvs-rosetta-0982,4.021,5.478888,OnionNet-2
3jvs-rosetta-0123,3.8789999999999996,4.919231,OnionNet-2
3jvs-rosetta-0462,4.817,4.678722,OnionNet-2
3jvs-rosetta-0350,4.468,4.806817,OnionNet-2
3jvs-rosetta-0077,6.375,5.114282,OnionNet-2
3jvs-rosetta-0160,5.843999999999999,4.862642,OnionNet-2
3jvs-rosetta-0803,4.604,4.649781,OnionNet-2
3jvs-rosetta-0933,5.476,4.625314,OnionNet-2
3jvs-rosetta-0301,5.064,4.974308,OnionNet-2
3jvs-rosetta-0818,4.8,4.964662,OnionNet-2
3jvs-rosetta-0608,4.67,4.706263,OnionNet-2
3jvs-rosetta-0732,4.684,5.033914,OnionNet-2
3jvs-rosetta-0451,5.079,5.19957,OnionNet-2
3jvs-rosetta-0936,4.798,4.85537,OnionNet-2
3jvs-rosetta-0664,4.427,4.781678,OnionNet-2
3jvs-rosetta-0225,4.659,4.759058,OnionNet-2
3jvs-rosetta-0037,5.657,5.184616,OnionNet-2
3jvs-rosetta-0762,5.377000000000001,4.983825,OnionNet-2
3jvs-rosetta-0245,5.676,4.904831,OnionNet-2
3jvs-rosetta-0063,5.496,5.165672,OnionNet-2
3jvs-rosetta-0258,5.23,4.522484,OnionNet-2
3jvs-rosetta-0338,4.655,4.627733,OnionNet-2
3jvs-rosetta-0197,5.021,4.51816,OnionNet-2
3jvs-rosetta-0155,4.298,4.88236,OnionNet-2
3jvs-rosetta-0002,6.085,4.814346,OnionNet-2
3jvs-rosetta-0071,5.819,4.942812,OnionNet-2
3jvs-rosetta-0722,4.984,4.926727,OnionNet-2
3jvs-rosetta-0390,3.821,5.12038,OnionNet-2
3jvs-rosetta-0528,4.851,4.702618,OnionNet-2
3jvs-rosetta-0152,5.012,5.094785,OnionNet-2
3jvs-rosetta-0402,4.879,4.639336,OnionNet-2
3jvs-rosetta-0521,5.257000000000001,4.681425,OnionNet-2
3jvs-rosetta-0569,4.681,4.943638,OnionNet-2
3jvs-rosetta-0398,5.3229999999999995,4.713899,OnionNet-2
3jvs-rosetta-0303,4.882,4.693787,OnionNet-2
3jvs-rosetta-0554,4.51,4.917127,OnionNet-2
3jvs-rosetta-0911,4.718999999999999,4.805125,OnionNet-2
3jvs-rosetta-0464,5.05,5.091895,OnionNet-2
3jvs-rosetta-0616,4.224,4.60408,OnionNet-2
3jvs-rosetta-0366,5.155,4.595896,OnionNet-2
3jvs-rosetta-0586,4.9,4.682515,OnionNet-2
3jvs-rosetta-0323,4.0,4.738258,OnionNet-2
3jvs-rosetta-0683,4.184,4.641867,OnionNet-2
3jvs-rosetta-0969,5.232,4.67127,OnionNet-2
3jvs-rosetta-0387,4.971,4.919635,OnionNet-2
3jvs-rosetta-0219,5.037,4.996262,OnionNet-2
3jvs-rosetta-0086,6.037000000000001,4.891164,OnionNet-2
3jvs-rosetta-0114,5.843,5.097702,OnionNet-2
3jvs-rosetta-0535,5.093999999999999,4.690236,OnionNet-2
3jvs-rosetta-0480,4.574,4.830879,OnionNet-2
3jvs-rosetta-0730,4.857,4.603387,OnionNet-2
3jvs-rosetta-0217,5.426,4.542798,OnionNet-2
3jvs-rosetta-0920,4.4030000000000005,5.034024,OnionNet-2
3jvs-rosetta-0162,4.355,4.810054,OnionNet-2
3jvs-rosetta-0538,4.781000000000001,4.738498,OnionNet-2
3jvs-rosetta-0623,5.497000000000001,4.685718,OnionNet-2
3jvs-rosetta-0695,5.231,5.221466,OnionNet-2
3jvs-rosetta-0656,4.553,5.029977,OnionNet-2
3jvs-rosetta-0565,4.963,4.802105,OnionNet-2
3jvs-rosetta-0410,3.99,4.75477,OnionNet-2
3jvs-rosetta-0031,5.5489999999999995,4.575147,OnionNet-2
3jvs-rosetta-0517,4.524,4.892593,OnionNet-2
3jvs-rosetta-0295,4.795,4.822456,OnionNet-2
3jvs-rosetta-0593,4.845,4.426498,OnionNet-2
3jvs-rosetta-0266,5.745,4.552198,OnionNet-2
3jvs-rosetta-0881,5.381,4.927168,OnionNet-2
3jvs-boltz2,5.263,4.556741,OnionNet-2
1owh-crystal,7.127999999999999,4.27395,OnionNet-2
1owh-gnina-0069,6.034,4.259782,OnionNet-2
1owh-gnina-0008,5.81,4.124367,OnionNet-2
1owh-gnina-0040,6.149,4.095205,OnionNet-2
1owh-gnina-0004,6.513,4.4806,OnionNet-2
1owh-gnina-0047,6.401,4.052778,OnionNet-2
1owh-gnina-0073,5.103,4.187884,OnionNet-2
1owh-gnina-0006,6.294,4.075023,OnionNet-2
1owh-gnina-0042,6.457999999999999,4.135986,OnionNet-2
1owh-gnina-0028,6.015,4.01332,OnionNet-2
1owh-gnina-0089,4.644,4.373426,OnionNet-2
1owh-gnina-0011,5.912999999999999,4.077061,OnionNet-2
1owh-gnina-0039,5.228,4.20373,OnionNet-2
1owh-gnina-0062,5.807,4.177215,OnionNet-2
1owh-gnina-0058,4.446000000000001,4.130841,OnionNet-2
1owh-gnina-0031,6.037000000000001,4.049779,OnionNet-2
1owh-gnina-0086,4.746,4.124925,OnionNet-2
1owh-gnina-0075,4.541,4.150267,OnionNet-2
1owh-gnina-0020,5.715,4.116803,OnionNet-2
1owh-gnina-0094,5.715,4.022294,OnionNet-2
1owh-gnina-0100,5.1080000000000005,4.164538,OnionNet-2
1owh-gnina-0012,6.8020000000000005,4.064714,OnionNet-2
1owh-gnina-0096,5.943,4.136276,OnionNet-2
1owh-gnina-0048,5.643,4.225612,OnionNet-2
1owh-gnina-0026,6.002000000000001,4.096846,OnionNet-2
1owh-gnina-0090,5.236000000000001,4.355645,OnionNet-2
1owh-gnina-0017,6.292999999999999,4.09047,OnionNet-2
1owh-gnina-0074,5.848,4.233022,OnionNet-2
1owh-gnina-0041,6.5729999999999995,4.203373,OnionNet-2
1owh-gnina-0070,4.493,4.242907,OnionNet-2
1owh-gnina-0077,4.4719999999999995,4.205706,OnionNet-2
1owh-gnina-0018,6.1339999999999995,4.195174,OnionNet-2
1owh-gnina-0099,5.382000000000001,4.51808,OnionNet-2
1owh-gnina-0030,6.312,4.567165,OnionNet-2
1owh-gnina-0059,5.311,4.063309,OnionNet-2
1owh-gnina-0007,6.306,4.077224,OnionNet-2
1owh-gnina-0080,5.752000000000001,4.153138,OnionNet-2
1owh-gnina-0068,4.72,4.199236,OnionNet-2
1owh-gnina-0098,5.303999999999999,4.00126,OnionNet-2
1owh-gnina-0049,5.351,4.199334,OnionNet-2
1owh-gnina-0037,6.3629999999999995,4.178155,OnionNet-2
1owh-gnina-0078,5.2139999999999995,4.130134,OnionNet-2
1owh-gnina-0001,7.045,4.025924,OnionNet-2
1owh-gnina-0083,5.155,4.036368,OnionNet-2
1owh-gnina-0045,6.229,4.157921,OnionNet-2
1owh-gnina-0095,5.047,4.138056,OnionNet-2
1owh-gnina-0003,6.801,4.139168,OnionNet-2
1owh-gnina-0085,4.3660000000000005,4.034202,OnionNet-2
1owh-gnina-0052,5.164,4.249052,OnionNet-2
1owh-gnina-0014,6.465,4.166098,OnionNet-2
1owh-gnina-0054,4.31,4.136715,OnionNet-2
1owh-gnina-0093,5.235,4.029414,OnionNet-2
1owh-gnina-0002,6.699,4.149331,OnionNet-2
1owh-gnina-0015,6.934,4.194034,OnionNet-2
1owh-gnina-0050,5.827000000000001,4.099925,OnionNet-2
1owh-gnina-0082,4.434,4.00281,OnionNet-2
1owh-gnina-0076,5.182,4.139155,OnionNet-2
1owh-gnina-0024,6.229,4.177342,OnionNet-2
1owh-gnina-0005,6.101,4.034897,OnionNet-2
1owh-gnina-0029,6.662000000000001,3.992939,OnionNet-2
1owh-gnina-0079,5.787999999999999,4.103692,OnionNet-2
1owh-gnina-0088,5.224,4.088519,OnionNet-2
1owh-gnina-0051,4.942,4.593961,OnionNet-2
1owh-gnina-0087,5.537000000000001,4.304449,OnionNet-2
1owh-gnina-0046,5.5520000000000005,4.101663,OnionNet-2
1owh-gnina-0010,6.0089999999999995,4.324946,OnionNet-2
1owh-gnina-0057,6.271,4.258956,OnionNet-2
1owh-gnina-0055,6.178999999999999,4.285681,OnionNet-2
1owh-gnina-0044,5.7410000000000005,4.293512,OnionNet-2
1owh-gnina-0009,6.393,4.316497,OnionNet-2
1owh-gnina-0072,4.8839999999999995,4.299602,OnionNet-2
1owh-gnina-0013,6.066,4.220835,OnionNet-2
1owh-gnina-0065,6.039,4.122378,OnionNet-2
1owh-gnina-0035,6.471,4.39201,OnionNet-2
1owh-gnina-0092,5.145,4.222483,OnionNet-2
1owh-gnina-0034,6.035,4.158898,OnionNet-2
1owh-gnina-0061,4.091,3.996612,OnionNet-2
1owh-gnina-0084,4.064,4.50127,OnionNet-2
1owh-gnina-0091,4.876,4.088573,OnionNet-2
1owh-gnina-0038,6.6129999999999995,4.114711,OnionNet-2
1owh-gnina-0066,5.757000000000001,4.182499,OnionNet-2
1owh-gnina-0019,6.18,4.118778,OnionNet-2
1owh-gnina-0022,6.455,4.075231,OnionNet-2
1owh-gnina-0025,6.694,4.611754,OnionNet-2
1owh-gnina-0067,4.935,3.931279,OnionNet-2
1owh-gnina-0097,5.495,4.134865,OnionNet-2
1owh-gnina-0081,4.141,4.136062,OnionNet-2
1owh-gnina-0032,6.117999999999999,4.143382,OnionNet-2
1owh-gnina-0036,6.24,3.960284,OnionNet-2
1owh-gnina-0027,6.176,4.012625,OnionNet-2
