name,prediction,t_prep_s,t_infer_s
4bkt-gnina-0092,4.8509164,0.195615,0.085079
4bkt-gnina-0093,4.402089,0.185652,0.085079
4bkt-gnina-0094,5.702305,0.193196,0.085079
4bkt-gnina-0095,5.338998,0.204997,0.085079
4bkt-gnina-0096,5.323846,0.179423,0.085079
4bkt-gnina-0097,5.4150934,0.203925,0.085079
4bkt-gnina-0098,5.5043774,0.199687,0.085079
4bkt-gnina-0099,4.8603945,0.178967,0.085079
4bkt-gnina-0100,4.9189034,0.19096,0.085079
4bkt-rosetta-0004,4.5796156,0.177061,0.085079
4bkt-rosetta-0032,5.516614,0.18671,0.085079
4bkt-rosetta-0033,5.541106,0.202292,0.085079
4bkt-rosetta-0041,4.7917747,0.191449,0.085079
4bkt-rosetta-0047,7.173464,0.186139,0.085079
4bkt-rosetta-0048,4.28073,0.18732,0.085079
4bkt-rosetta-0051,5.195197,0.186042,0.085079
4bkt-rosetta-0065,5.9114256,0.193919,0.085079
4bkt-rosetta-0066,5.8402395,0.190504,0.085079
4bkt-rosetta-0074,5.612344,0.193834,0.085079
4bkt-rosetta-0082,6.494423,0.203108,0.085065
4bkt-rosetta-0102,5.2986345,0.176568,0.085065
4bkt-rosetta-0112,5.571171,0.19058,0.085065
4bkt-rosetta-0114,5.68974,0.197275,0.085065
4bkt-rosetta-0119,5.59824,0.190215,0.085065
4bkt-rosetta-0122,4.482954,0.19753,0.085065
4bkt-rosetta-0124,5.04529,0.188432,0.085065
4bkt-rosetta-0129,4.4839153,0.196385,0.085065
4bkt-rosetta-0135,5.1403522,0.201763,0.085065
4bkt-rosetta-0137,5.509816,0.19039,0.085065
4bkt-rosetta-0145,6.004052,0.189056,0.085065
4bkt-rosetta-0151,4.7244406,0.177931,0.085065
4bkt-rosetta-0168,4.768155,0.187054,0.085065
4bkt-rosetta-0172,4.4562683,0.196658,0.085065
4bkt-rosetta-0177,5.3263397,0.198632,0.085065
4bkt-rosetta-0181,6.443412,0.188095,0.085065
4bkt-rosetta-0245,5.3891068,0.194223,0.085065
4bkt-rosetta-0248,5.0574336,0.186467,0.085065
4bkt-rosetta-0260,5.6608667,0.201502,0.085065
4bkt-rosetta-0288,5.122711,0.186913,0.085065
4bkt-rosetta-0298,6.8989334,0.200753,0.085072
4bkt-rosetta-0307,5.509918,0.198463,0.085072
4bkt-rosetta-0309,4.8140945,0.192768,0.085072
4bkt-rosetta-0317,5.5252266,0.203667,0.085072
4bkt-rosetta-0326,5.5899553,0.198655,0.085072
4bkt-rosetta-0329,4.661667,0.197496,0.085072
4bkt-rosetta-0335,5.0832624,0.188279,0.085072
4bkt-rosetta-0339,4.7055464,0.194566,0.085072
4bkt-rosetta-0346,4.4098406,0.185144,0.085072
4bkt-rosetta-0359,5.035802,0.179963,0.085072
4bkt-rosetta-0375,5.0476103,0.178299,0.085072
4bkt-rosetta-0388,4.6341333,0.204249,0.085072
4bkt-rosetta-0389,4.681129,0.180149,0.085072
4bkt-rosetta-0391,4.600746,0.190845,0.085072
4bkt-rosetta-0405,6.683196,0.175821,0.085072
4bkt-rosetta-0407,4.786806,0.191416,0.085072
4bkt-rosetta-0418,4.918497,0.17891,0.085072
4bkt-rosetta-0442,5.541915,0.17786,0.085072
4bkt-rosetta-0453,4.6901617,0.189619,0.085072
4bkt-rosetta-0456,4.987229,0.20766,0.085072
4bkt-rosetta-0459,4.760868,0.191899,0.085062
4bkt-rosetta-0465,4.6747675,0.196988,0.085062
4bkt-rosetta-0474,5.451996,0.207535,0.085062
4bkt-rosetta-0476,5.667942,0.191155,0.085062
4bkt-rosetta-0481,5.5736275,0.188347,0.085062
4bkt-rosetta-0507,5.0862346,0.191323,0.085062
4bkt-rosetta-0508,4.4193997,0.187452,0.085062
4bkt-rosetta-0510,5.619458,0.192945,0.085062
4bkt-rosetta-0515,5.1985836,0.203406,0.085062
4bkt-rosetta-0523,4.9241333,0.17664,0.085062
4bkt-rosetta-0569,4.70098,0.188644,0.085062
4bkt-rosetta-0589,7.0352154,0.204635,0.085062
4bkt-rosetta-0598,4.2506733,0.177979,0.085062
4bkt-rosetta-0601,5.199318,0.186017,0.085062
4bkt-rosetta-0633,4.896885,0.190283,0.085062
4bkt-rosetta-0636,4.752224,0.200713,0.085062
4bkt-rosetta-0647,4.613344,0.197101,0.085062
4bkt-rosetta-0648,5.0494423,0.207125,0.085062
4bkt-rosetta-0654,6.1931295,0.207483,0.085062
4bkt-rosetta-0655,4.7875834,0.176541,0.085062
4bkt-rosetta-0669,4.8421297,0.188443,0.085127
4bkt-rosetta-0672,6.212798,0.178793,0.085127
4bkt-rosetta-0678,4.814536,0.1797,0.085127
4bkt-rosetta-0687,5.38916,0.204542,0.085127
4bkt-rosetta-0691,5.295125,0.208321,0.085127
4bkt-rosetta-0699,4.593753,0.177106,0.085127
4bkt-rosetta-0700,4.70735,0.178847,0.085127
4bkt-rosetta-0708,4.75581,0.190004,0.085127
4bkt-rosetta-0716,5.1694546,0.186273,0.085127
4bkt-rosetta-0723,4.8911886,0.186787,0.085127
4bkt-rosetta-0730,5.517811,0.19841,0.085127
4bkt-rosetta-0732,4.357527,0.206638,0.085127
4bkt-rosetta-0744,4.627796,0.187727,0.085127
4bkt-rosetta-0747,4.6099243,0.338683,0.085127
4bkt-rosetta-0759,4.905798,0.177528,0.085127
4bkt-rosetta-0767,5.218096,0.197756,0.085127
4bkt-rosetta-0795,4.691911,0.194898,0.085127
4bkt-rosetta-0809,5.5676174,0.194457,0.085127
4bkt-rosetta-0829,4.9562817,0.178678,0.085127
4bkt-rosetta-0864,6.3711452,0.200897,0.085127
4bkt-rosetta-0877,5.098651,0.176721,0.085058
4bkt-rosetta-0917,4.879573,0.18242,0.085058
4bkt-rosetta-0929,5.141481,0.177845,0.085058
4bkt-rosetta-0942,5.2187834,0.190243,0.085058
4bkt-rosetta-0953,7.157893,0.205169,0.085058
4bkt-rosetta-0970,4.614005,0.187985,0.085058
4bkt-rosetta-0987,5.1375923,0.19419,0.085058
4cig-boltz,5.992635,0.071687,0.085058
4cig-crystal,5.804076,0.075452,0.085058
4cig-gnina-0001,6.108967,0.144353,0.085058
4cig-gnina-0002,6.8392706,0.136879,0.085058
4cig-gnina-0003,6.6090527,0.134889,0.085058
4cig-gnina-0004,6.862789,0.149314,0.085058
4cig-gnina-0005,6.501649,0.152969,0.085058
4cig-gnina-0006,6.6825714,0.135258,0.085058
4cig-gnina-0007,6.824912,0.155807,0.085058
4cig-gnina-0008,6.625209,0.134947,0.085058
4cig-gnina-0009,6.8273315,0.135758,0.085058
4cig-gnina-0010,6.5258446,0.151389,0.085058
4cig-gnina-0011,6.8061895,0.144481,0.085058
4cig-gnina-0012,6.580888,0.144648,0.085055
4cig-gnina-0013,6.505575,0.143786,0.085055
4cig-gnina-0014,5.783948,0.143463,0.085055
4cig-gnina-0015,6.8727007,0.150476,0.085055
4cig-gnina-0016,5.8211956,0.136451,0.085055
4cig-gnina-0017,6.795805,0.136094,0.085055
4cig-gnina-0018,6.644761,0.134143,0.085055
4cig-gnina-0019,5.6842556,0.135911,0.085055
4cig-gnina-0020,6.660862,0.134337,0.085055
4cig-gnina-0021,6.467621,0.162268,0.085055
4cig-gnina-0022,5.8102875,0.135894,0.085055
4cig-gnina-0023,5.4721136,0.141928,0.085055
4cig-gnina-0024,6.8749876,0.136485,0.085055
4cig-gnina-0025,6.3324327,0.145829,0.085055
4cig-gnina-0026,6.415925,0.149556,0.085055
4cig-gnina-0027,6.004426,0.143758,0.085055
4cig-gnina-0028,5.7374916,0.135924,0.085055
4cig-gnina-0029,5.9262524,0.134188,0.085055
4cig-gnina-0030,5.512974,0.135516,0.085055
4cig-gnina-0031,5.822605,0.149735,0.085055
4cig-gnina-0032,5.920103,0.145883,0.08504
4cig-gnina-0033,6.294879,0.136212,0.08504
4cig-gnina-0034,5.8691797,0.166478,0.08504
4cig-gnina-0035,5.536565,0.14765,0.08504
4cig-gnina-0036,5.8077536,0.135728,0.08504
4cig-gnina-0037,5.710493,0.143939,0.08504
4cig-gnina-0038,6.397684,0.161664,0.08504
4cig-gnina-0039,5.7737036,0.156329,0.08504
4cig-gnina-0040,6.60431,0.144369,0.08504
4cig-gnina-0041,5.930975,0.136971,0.08504
4cig-gnina-0042,6.295396,0.176965,0.08504
4cig-gnina-0043,6.70148,0.147374,0.08504
4cig-gnina-0044,6.117424,0.144535,0.08504
4cig-gnina-0045,5.803755,0.143279,0.08504
4cig-gnina-0046,6.019355,0.135211,0.08504
4cig-gnina-0047,6.689602,0.159712,0.08504
4cig-gnina-0048,5.9176435,0.157397,0.08504
4cig-gnina-0049,6.318907,0.142381,0.08504
4cig-gnina-0050,5.53897,0.136311,0.08504
4cig-gnina-0051,6.2499638,0.143873,0.08504
4cig-gnina-0052,6.7473335,0.146748,0.085046
4cig-gnina-0053,5.7900114,0.136755,0.085046
4cig-gnina-0054,6.3394156,0.144427,0.085046
4cig-gnina-0055,6.1839027,0.142889,0.085046
4cig-gnina-0056,5.775942,0.135146,0.085046
4cig-gnina-0057,6.726345,0.135113,0.085046
4cig-gnina-0058,5.8680143,0.145791,0.085046
4cig-gnina-0059,6.2546473,0.152858,0.085046
4cig-gnina-0060,6.091282,0.135379,0.085046
4cig-gnina-0061,5.9007177,0.161001,0.085046
4cig-gnina-0062,5.8640146,0.13531,0.085046
4cig-gnina-0063,5.5129547,0.237906,0.085046
4cig-gnina-0064,5.4928074,0.165326,0.085046
4cig-gnina-0065,6.047412,0.145105,0.085046
4cig-gnina-0066,5.694681,0.153113,0.085046
4cig-gnina-0067,6.22744,0.153892,0.085046
4cig-gnina-0068,6.3155613,0.151033,0.085046
4cig-gnina-0069,6.3314867,0.135149,0.085046
4cig-gnina-0070,6.227804,0.145394,0.085046
4cig-gnina-0071,5.8488646,0.141629,0.085046
4cig-gnina-0072,6.197654,0.136362,0.085055
4cig-gnina-0073,5.7936697,0.137513,0.085055
4cig-gnina-0074,5.6517086,0.142663,0.085055
4cig-gnina-0075,5.7239857,0.14311,0.085055
4cig-gnina-0076,5.71531,0.160811,0.085055
4cig-gnina-0077,6.2249565,0.14507,0.085055
4cig-gnina-0078,6.0167465,0.136282,0.085055
4cig-gnina-0079,6.294689,0.137322,0.085055
4cig-gnina-0080,5.9896393,0.142503,0.085055
4cig-gnina-0081,5.9156704,0.145821,0.085055
4cig-gnina-0082,6.1400137,0.143953,0.085055
4cig-gnina-0083,5.633998,0.134631,0.085055
4cig-gnina-0084,6.4353294,0.152319,0.085055
4cig-gnina-0085,6.664695,0.155014,0.085055
4cig-gnina-0086,6.616641,0.151166,0.085055
4cig-gnina-0087,5.8582277,0.144592,0.085055
4cig-gnina-0088,6.8776283,0.228817,0.085055
4cig-gnina-0089,5.751936,0.135312,0.085055
4cig-gnina-0090,6.2590313,0.133675,0.085055
4cig-gnina-0091,5.4034996,0.135826,0.085055
4cig-gnina-0092,5.592518,0.143982,0.085055
4cig-gnina-0093,5.6750393,0.159332,0.085055
4cig-gnina-0094,5.4994993,0.145686,0.085055
4cig-gnina-0095,6.5166426,0.135484,0.085055
4cig-gnina-0096,6.2373705,0.143236,0.085055
4cig-gnina-0097,5.8965254,0.170831,0.085055
4cig-gnina-0098,5.8775587,0.136007,0.085055
4cig-gnina-0099,6.140379,0.136147,0.085055
4cig-gnina-0100,5.479233,0.135229,0.085055
4cig-rosetta-0029,6.3766537,0.158855,0.085055
4cig-rosetta-0032,5.309826,0.163852,0.085055
4cig-rosetta-0040,6.9439735,0.140609,0.085055
4cig-rosetta-0055,5.929551,0.14236,0.085055
4cig-rosetta-0060,5.2679253,0.144431,0.085055
4cig-rosetta-0062,6.08792,0.13417,0.085055
4cig-rosetta-0070,4.5552726,0.144457,0.085055
4cig-rosetta-0073,5.6668015,0.153618,0.085055
4cig-rosetta-0075,5.0358553,0.159035,0.085055
4cig-rosetta-0085,6.2118254,0.16667,0.085055
4cig-rosetta-0089,6.077097,0.138078,0.085055
4cig-rosetta-0093,6.193653,0.166392,0.085043
4cig-rosetta-0098,5.4530687,0.135613,0.085043
4cig-rosetta-0103,5.455079,0.148133,0.085043
4cig-rosetta-0118,6.1280947,0.151433,0.085043
4cig-rosetta-0130,7.1875534,0.158269,0.085043
4cig-rosetta-0141,6.407263,0.173432,0.085043
4cig-rosetta-0142,7.013421,0.147073,0.085043
4cig-rosetta-0155,5.5620823,0.152777,0.085043
4cig-rosetta-0158,5.2939034,0.15455,0.085043
4cig-rosetta-0162,5.990489,0.135555,0.085043
4cig-rosetta-0170,5.0687504,0.157907,0.085043
4cig-rosetta-0178,5.027952,0.141447,0.085043
4cig-rosetta-0183,5.3780003,0.153906,0.085043
4cig-rosetta-0189,6.3613644,0.150597,0.085043
4cig-rosetta-0192,5.899543,0.154951,0.085043
4cig-rosetta-0198,4.9676905,0.144729,0.085043
4cig-rosetta-0200,6.6446905,0.165471,0.085043
4cig-rosetta-0204,6.2531853,0.156758,0.085043
4cig-rosetta-0245,4.693819,0.134127,0.085043
4cig-rosetta-0250,5.5296974,0.133981,0.085043
4cig-rosetta-0257,5.6549273,0.172724,0.085101
4cig-rosetta-0264,5.6579084,0.133377,0.085101
4cig-rosetta-0280,4.965336,0.138478,0.085101
4cig-rosetta-0303,4.761286,0.161514,0.085101
4cig-rosetta-0307,7.3297377,0.14251,0.085101
4cig-rosetta-0310,6.448413,0.144691,0.085101
4cig-rosetta-0324,5.8410435,0.15184,0.085101
4cig-rosetta-0346,5.7861786,0.145105,0.085101
4cig-rosetta-0362,7.444418,0.156907,0.085101
4cig-rosetta-0423,7.5558844,0.145131,0.085101
4cig-rosetta-0431,4.649541,0.168275,0.085101
4cig-rosetta-0439,7.2111654,0.163502,0.085101
4cig-rosetta-0444,5.7553186,0.133628,0.085101
4cig-rosetta-0451,5.206974,0.144133,0.085101
4cig-rosetta-0467,6.423438,0.148661,0.085101
4cig-rosetta-0468,6.074607,0.145744,0.085101
4cig-rosetta-0482,5.3022494,0.144056,0.085101
4cig-rosetta-0498,4.872184,0.152387,0.085101
4cig-rosetta-0505,5.926631,0.135449,0.085101
4cig-rosetta-0526,5.5440197,0.135696,0.085101
4cig-rosetta-0542,4.9033136,0.137619,0.085062
4cig-rosetta-0551,5.506418,0.157852,0.085062
4cig-rosetta-0553,6.209052,0.158375,0.085062
4cig-rosetta-0567,4.4793415,0.168443,0.085062
4cig-rosetta-0591,4.792388,0.146536,0.085062
4cig-rosetta-0594,6.109723,0.14445,0.085062
4cig-rosetta-0601,6.5563297,0.144345,0.085062
4cig-rosetta-0604,5.1458187,0.147849,0.085062
4cig-rosetta-0634,5.8436127,0.153561,0.085062
4cig-rosetta-0636,5.8201904,0.351436,0.085062
4cig-rosetta-0652,5.273672,0.163447,0.085062
4cig-rosetta-0657,5.0943584,0.17395,0.085062
4cig-rosetta-0685,6.9333525,0.13588,0.085062
4cig-rosetta-0698,5.474365,0.159664,0.085062
4cig-rosetta-0708,5.283848,0.230485,0.085062
4cig-rosetta-0719,4.6796885,0.160376,0.085062
4cig-rosetta-0720,5.1021795,0.142147,0.085062
4cig-rosetta-0723,6.292803,0.161603,0.085062
4cig-rosetta-0724,5.431926,0.133302,0.085062
4cig-rosetta-0733,5.626852,0.145148,0.085062
4cig-rosetta-0735,6.313055,0.156812,0.085069
4cig-rosetta-0737,5.5456553,0.155542,0.085069
4cig-rosetta-0739,4.6932964,0.150069,0.085069
4cig-rosetta-0743,5.5802307,0.144912,0.085069
4cig-rosetta-0744,5.1347685,0.152734,0.085069
4cig-rosetta-0745,5.504922,0.15503,0.085069
4cig-rosetta-0747,5.830391,0.167668,0.085069
4cig-rosetta-0749,6.7532883,0.146372,0.085069
4cig-rosetta-0758,5.209117,0.148043,0.085069
4cig-rosetta-0778,5.4841766,0.163375,0.085069
4cig-rosetta-0781,4.789465,0.152757,0.085069
4cig-rosetta-0789,5.4481516,0.143049,0.085069
4cig-rosetta-0794,5.092742,0.15522,0.085069
4cig-rosetta-0796,6.3185863,0.160777,0.085069
4cig-rosetta-0809,5.2820463,0.169518,0.085069
4cig-rosetta-0842,6.424943,0.157259,0.085069
4cig-rosetta-0844,6.1939974,0.145466,0.085069
4cig-rosetta-0866,5.1785183,0.145589,0.085069
4cig-rosetta-0898,5.957465,0.184051,0.085069
4cig-rosetta-0899,6.1460314,0.137715,0.085069
4cig-rosetta-0909,5.078256,0.13249,0.085039
4cig-rosetta-0940,7.400154,0.158554,0.085039
4cig-rosetta-0941,6.0616627,0.163955,0.085039
4cig-rosetta-0953,6.4429903,0.173596,0.085039
4cig-rosetta-0973,6.5602245,0.162659,0.085039
4cig-rosetta-0983,4.5127125,0.15978,0.085039
4cig-rosetta-0984,5.99352,0.163987,0.085039
4ciw-boltz,4.5321264,0.043496,0.085039
4ciw-crystal,4.885458,0.03578,0.085039
4ciw-gnina-0001,5.7585983,5.464149,0.085039
4ciw-gnina-0002,5.745163,5.464765,0.085039
4ciw-gnina-0003,6.297037,5.452705,0.085039
4ciw-gnina-0004,5.9522696,5.447073,0.085039
4ciw-gnina-0005,4.8546267,5.450774,0.085039
4ciw-gnina-0006,4.3993864,5.484866,0.085039
4ciw-gnina-0007,4.433712,5.440914,0.085039
4ciw-gnina-0008,4.1978364,5.443137,0.085039
4ciw-gnina-0009,6.0490427,5.434543,0.085039
4ciw-gnina-0010,5.3841934,5.4509,0.085039
4ciw-gnina-0011,4.534443,5.439424,0.085039
4ciw-gnina-0012,4.4088364,5.466232,0.085007
4ciw-gnina-0013,5.044096,5.463776,0.085007
4ciw-gnina-0014,5.145619,5.451084,0.085007
4ciw-gnina-0015,5.5713005,5.471336,0.085007
4ciw-gnina-0016,4.8892145,5.43964,0.085007
4ciw-gnina-0017,5.220819,5.459313,0.085007
4ciw-gnina-0018,4.1667957,5.471587,0.085007
4ciw-gnina-0019,5.5198307,5.431711,0.085007
4ciw-gnina-0020,5.077591,5.462741,0.085007
4ciw-gnina-0021,5.1992493,5.451684,0.085007
4ciw-gnina-0022,4.2719965,5.43094,0.085007
4ciw-gnina-0023,4.29138,5.46736,0.085007
4ciw-gnina-0024,5.2950964,5.433872,0.085007
4ciw-gnina-0025,4.36765,5.462951,0.085007
4ciw-gnina-0026,4.261409,5.446388,0.085007
4ciw-gnina-0027,5.936676,5.44636,0.085007
4ciw-gnina-0028,5.280636,5.437411,0.085007
4ciw-gnina-0029,5.3835745,5.471425,0.085007
4ciw-gnina-0030,5.042574,5.466986,0.085007
4ciw-gnina-0031,4.514942,5.456981,0.085007
4ciw-gnina-0032,4.114152,5.497181,0.085111
4ciw-gnina-0033,4.8840046,5.569544,0.085111
4ciw-gnina-0034,4.48372,5.442005,0.085111
4ciw-gnina-0035,5.2725096,5.50367,0.085111
4ciw-gnina-0036,4.872405,5.44418,0.085111
4ciw-gnina-0037,4.8183775,5.448429,0.085111
4ciw-gnina-0038,5.384442,5.451999,0.085111
4ciw-gnina-0039,5.165576,5.461633,0.085111
4ciw-gnina-0040,5.018075,5.44701,0.085111
4ciw-gnina-0041,5.0815754,5.465568,0.085111
4ciw-gnina-0042,4.66755,5.457673,0.085111
4ciw-gnina-0043,5.483141,5.477798,0.085111
4ciw-gnina-0044,5.0269556,5.443768,0.085111
4ciw-gnina-0045,5.13433,5.440888,0.085111
4ciw-gnina-0046,4.33982,5.449092,0.085111
4ciw-gnina-0047,5.114741,5.445901,0.085111
4ciw-gnina-0048,5.3166246,5.458439,0.085111
4ciw-gnina-0049,4.3551426,5.454191,0.085111
4ciw-gnina-0050,5.8856506,5.46274,0.085111
4ciw-gnina-0051,4.8843794,5.440474,0.085111
4ciw-gnina-0052,4.68324,5.458656,0.08658
4ciw-gnina-0053,4.974819,5.458165,0.08658
4ciw-gnina-0054,5.102462,5.450615,0.08658
4ciw-gnina-0055,5.074888,5.478813,0.08658
4ciw-gnina-0056,4.9729414,5.431711,0.08658
4ciw-gnina-0057,5.265835,5.452591,0.08658
4ciw-gnina-0058,4.973291,5.457478,0.08658
4ciw-gnina-0059,5.122122,5.43925,0.08658
4ciw-gnina-0060,5.311488,5.447482,0.08658
4ciw-gnina-0061,4.915036,5.463369,0.08658
4ciw-gnina-0062,4.3085575,5.449849,0.08658
4ciw-gnina-0063,5.279825,5.448603,0.08658
4ciw-gnina-0064,4.7987213,5.450604,0.08658
4ciw-gnina-0065,5.029455,5.447919,0.08658
4ciw-gnina-0066,4.6020803,5.47364,0.08658
4ciw-gnina-0067,5.0673046,5.454951,0.08658
4ciw-gnina-0068,5.4257135,5.488634,0.08658
4ciw-gnina-0069,4.893901,5.450751,0.08658
4ciw-gnina-0070,4.1056004,5.441316,0.08658
4ciw-gnina-0071,4.977476,5.438949,0.08658
4ciw-gnina-0072,5.6783524,5.450015,0.085268
4ciw-gnina-0073,4.9525757,5.479876,0.085268
4ciw-gnina-0074,4.300316,5.435036,0.085268
4ciw-gnina-0075,4.691538,5.455246,0.085268
4ciw-gnina-0076,4.971076,5.466483,0.085268
4ciw-gnina-0077,4.454193,5.458869,0.085268
4ciw-gnina-0078,4.4910135,5.464043,0.085268
4ciw-gnina-0079,4.581197,5.448934,0.085268
4ciw-gnina-0080,4.81396,5.490968,0.085268
4ciw-gnina-0081,4.554615,5.428934,0.085268
4ciw-gnina-0082,5.3394146,5.459791,0.085268
4ciw-gnina-0083,5.440179,5.460872,0.085268
4ciw-gnina-0084,4.095757,5.44482,0.085268
4ciw-gnina-0085,4.445448,5.459696,0.085268
4ciw-gnina-0086,4.867876,5.453117,0.085268
4ciw-gnina-0087,4.921619,5.487015,0.085268
4ciw-gnina-0088,5.055555,5.474815,0.085268
4ciw-gnina-0089,4.630039,5.452976,0.085268
4ciw-gnina-0090,4.662759,5.462149,0.085268
4ciw-gnina-0091,5.032583,5.513377,0.085268
4ciw-gnina-0092,4.7510443,5.453472,0.085077
4ciw-gnina-0093,5.477188,5.507232,0.085077
4ciw-gnina-0094,4.179811,5.468265,0.085077
4ciw-gnina-0095,4.804614,5.463303,0.085077
4ciw-gnina-0096,4.452456,5.448356,0.085077
4ciw-gnina-0097,5.116447,5.447787,0.085077
4ciw-gnina-0098,5.210646,5.453525,0.085077
4ciw-gnina-0099,4.312459,5.443283,0.085077
4ciw-gnina-0100,4.2806115,5.451555,0.085077
4ciw-rosetta-0023,5.1094513,5.374157,0.085077
4ciw-rosetta-0024,5.668109,5.432001,0.085077
4ciw-rosetta-0026,5.0119762,5.421131,0.085077
4ciw-rosetta-0030,6.1507387,5.420718,0.085077
4ciw-rosetta-0036,5.095211,5.421875,0.085077
4ciw-rosetta-0041,4.8518896,5.411967,0.085077
4ciw-rosetta-0045,5.506674,5.358482,0.085077
4ciw-rosetta-0059,5.1743765,14.983194,0.085077
4ciw-rosetta-0061,5.089011,5.418087,0.085077
4ciw-rosetta-0064,5.607171,5.445095,0.085077
4ciw-rosetta-0069,5.9132996,5.444834,0.085077
4ciw-rosetta-0117,5.764703,5.439916,0.085111
4ciw-rosetta-0123,5.2055287,5.468761,0.085111
4ciw-rosetta-0126,5.3962107,5.418835,0.085111
4ciw-rosetta-0145,5.7416897,5.397419,0.085111
4ciw-rosetta-0169,5.096839,5.386506,0.085111
4ciw-rosetta-0175,5.7413177,5.416542,0.085111
4ciw-rosetta-0185,6.4546165,5.466757,0.085111
4ciw-rosetta-0188,5.0212474,5.441123,0.085111
4ciw-rosetta-0192,6.0824423,5.437521,0.085111
4ciw-rosetta-0208,4.6519456,5.434364,0.085111
4ciw-rosetta-0244,5.5280123,5.433099,0.085111
4ciw-rosetta-0245,4.829458,5.359594,0.085111
4ciw-rosetta-0266,5.092569,5.39352,0.085111
4ciw-rosetta-0272,5.9045343,5.460888,0.085111
4ciw-rosetta-0273,6.2793655,5.413098,0.085111
4ciw-rosetta-0280,4.66689,5.410394,0.085111
4ciw-rosetta-0284,5.7038145,5.440356,0.085111
4ciw-rosetta-0287,4.9692564,5.436356,0.085111
4ciw-rosetta-0293,5.963372,5.406264,0.085111
4ciw-rosetta-0303,5.621417,5.439171,0.085111
4ciw-rosetta-0308,6.054723,5.442058,0.085009
4ciw-rosetta-0333,4.877871,5.415835,0.085009
4ciw-rosetta-0348,5.3837986,5.41897,0.085009
4ciw-rosetta-0349,5.610467,5.337309,0.085009
4ciw-rosetta-0351,5.2017765,5.450563,0.085009
4ciw-rosetta-0360,5.8215284,5.364754,0.085009
4ciw-rosetta-0362,5.2496104,5.378423,0.085009
4ciw-rosetta-0375,5.481042,5.421281,0.085009
4ciw-rosetta-0388,5.141478,5.36799,0.085009
4ciw-rosetta-0408,5.7434855,5.430753,0.085009
4ciw-rosetta-0422,5.530632,5.412849,0.085009
4ciw-rosetta-0431,4.95432,5.433087,0.085009
4ciw-rosetta-0440,5.0860577,5.457657,0.085009
4ciw-rosetta-0454,5.276086,5.451507,0.085009
4ciw-rosetta-0457,4.9946604,5.453749,0.085009
4ciw-rosetta-0467,6.5650644,5.380313,0.085009
4ciw-rosetta-0493,4.7839518,5.40437,0.085009
4ciw-rosetta-0494,5.2149873,5.386763,0.085009
4ciw-rosetta-0505,5.145506,5.433469,0.085009
4ciw-rosetta-0522,5.52931,5.379875,0.085009
4ciw-rosetta-0523,5.1840057,5.442216,0.085026
4ciw-rosetta-0527,5.833952,5.41296,0.085026
4ciw-rosetta-0530,5.7148256,5.401349,0.085026
4ciw-rosetta-0562,5.9449425,5.449998,0.085026
4ciw-rosetta-0572,4.9661226,5.433072,0.085026
4ciw-rosetta-0597,4.803647,5.447652,0.085026
4ciw-rosetta-0603,5.466646,5.38671,0.085026
4ciw-rosetta-0647,5.2325706,5.433909,0.085026
4ciw-rosetta-0658,6.0757647,5.405974,0.085026
4ciw-rosetta-0668,5.35937,5.440014,0.085026
4ciw-rosetta-0678,5.8633833,5.4116,0.085026
4ciw-rosetta-0682,5.338066,5.404783,0.085026
4ciw-rosetta-0684,5.463772,5.365052,0.085026
4ciw-rosetta-0694,5.6806374,5.434954,0.085026
4ciw-rosetta-0695,5.4154015,5.431053,0.085026
4ciw-rosetta-0704,5.0246444,5.429886,0.085026
4ciw-rosetta-0720,4.6339064,5.43618,0.085026
4ciw-rosetta-0731,5.6888514,5.422493,0.085026
4ciw-rosetta-0732,4.878457,5.437031,0.085026
4ciw-rosetta-0733,6.0347977,5.443178,0.085026
4ciw-rosetta-0734,4.9605846,5.434669,0.085
4ciw-rosetta-0740,4.771055,5.433548,0.085
4ciw-rosetta-0751,5.554905,5.477888,0.085
4ciw-rosetta-0758,4.8507013,5.358262,0.085
4ciw-rosetta-0761,6.089754,5.385121,0.085
4ciw-rosetta-0775,5.554262,5.415853,0.085
4ciw-rosetta-0784,4.914672,5.433518,0.085
4ciw-rosetta-0796,5.165531,5.330735,0.085
4ciw-rosetta-0811,4.832699,5.441186,0.085
4ciw-rosetta-0812,5.013427,5.446665,0.085
4ciw-rosetta-0819,5.557417,5.425555,0.085
4ciw-rosetta-0824,5.017501,5.436765,0.085
4ciw-rosetta-0836,5.0982475,5.413934,0.085
4ciw-rosetta-0848,4.792227,5.352749,0.085
4ciw-rosetta-0860,5.860917,5.370484,0.085
4ciw-rosetta-0865,5.0939617,5.403884,0.085
4ciw-rosetta-0875,6.3870583,5.408737,0.085
4ciw-rosetta-0889,5.316392,5.531857,0.085
4ciw-rosetta-0890,4.9562187,5.407574,0.085
4ciw-rosetta-0893,6.2499065,5.336075,0.085
4ciw-rosetta-0901,4.725687,5.443563,0.085072
4ciw-rosetta-0906,5.9203444,5.359558,0.085072
4ciw-rosetta-0922,4.833557,5.445505,0.085072
4ciw-rosetta-0925,5.9098005,5.601576,0.085072
4ciw-rosetta-0927,5.821992,5.435807,0.085072
4ciw-rosetta-0948,5.5694246,5.430661,0.085072
4ciw-rosetta-0963,5.233179,5.372398,0.085072
